slope,intercept,r_squared,correlation,p_value,rmse,n_points,min_elements,max_elements,min_duration,max_duration
2.1046758079419407e-05,-3.1995459689067047,0.9804289326700147,0.9901661136748794,4.647976421800998e-189,234.34719768540268,221,98304,536870912,4.6543128,11685.0388661
