kernel_name,batch_size,channels,height,width,total_elements,avg_duration_us,predicted_duration_us,residuals
"layer_norm_(6,64,384,128)",6,64,384,128,18874368,471.112875,394.0447112290284,77.06816377097158
"layer_norm_(6,64,384,256)",6,64,384,256,37748736,836.8954286000001,791.2889684269635,45.60646017303657
"layer_norm_(6,64,384,384)",6,64,384,384,56623104,1294.5526965,1188.5332256248987,106.0194708751012
"layer_norm_(6,64,384,512)",6,64,384,512,75497472,1651.5932856,1585.7774828228337,65.81580277716625
"layer_norm_(6,64,512,128)",6,64,512,128,25165824,566.2121518,526.4594636283401,39.752688171659884
"layer_norm_(6,64,512,256)",6,64,512,256,50331648,1088.6430179,1056.118473225587,32.52454467441294
"layer_norm_(6,64,512,384)",6,64,512,384,75497472,1651.6120982,1585.7774828228337,65.8346153771663
"layer_norm_(6,64,512,512)",6,64,512,512,100663296,2192.3361517,2115.436492420081,76.89965927991898
"layer_norm_(6,128,128,128)",6,128,128,128,12582912,179.7347321,261.6299588297167,-81.89522672971671
"layer_norm_(6,128,128,256)",6,128,128,256,25165824,586.0058392000001,526.4594636283401,59.54637557165995
"layer_norm_(6,128,128,384)",6,128,128,384,37748736,548.4098124,791.2889684269635,-242.87915602696353
"layer_norm_(6,128,128,512)",6,128,128,512,50331648,1131.8882855999998,1056.118473225587,75.76981237441282
"layer_norm_(6,128,256,128)",6,128,256,128,25165824,585.1843213,526.4594636283401,58.724857671659834
"layer_norm_(6,128,256,256)",6,128,256,256,50331648,1144.432982,1056.118473225587,88.31450877441307
"layer_norm_(6,128,256,384)",6,128,256,384,75497472,1672.544884,1585.7774828228337,86.76740117716622
"layer_norm_(6,128,256,512)",6,128,256,512,100663296,2194.1880001,2115.436492420081,78.75150767991909
"layer_norm_(6,128,384,128)",6,128,384,128,37748736,536.7054374,791.2889684269635,-254.58353102696344
"layer_norm_(6,128,384,256)",6,128,384,256,75497472,1672.6075894,1585.7774828228337,86.83010657716636
"layer_norm_(6,128,384,384)",6,128,384,384,113246208,1643.5922945999998,2380.265997218704,-736.673702618704
"layer_norm_(6,128,384,512)",6,128,384,512,150994944,3301.6414465000003,3174.754511614574,126.8869348854264
"layer_norm_(6,128,512,128)",6,128,512,128,50331648,1131.6045894,1056.118473225587,75.48611617441293
"layer_norm_(6,128,512,256)",6,128,512,256,100663296,2175.8695625,2115.436492420081,60.43307007991916
"layer_norm_(6,128,512,384)",6,128,512,384,150994944,3301.7014373,3174.754511614574,126.94692568542632
"layer_norm_(6,128,512,512)",6,128,512,512,201326592,4382.947169499999,4234.072530809068,148.87463869093153
"layer_norm_(6,256,128,128)",6,256,128,128,25165824,391.4398482,526.4594636283401,-135.01961542834016
"layer_norm_(6,256,128,256)",6,256,128,256,50331648,1171.2684464,1056.118473225587,115.14997317441293
"layer_norm_(6,256,128,384)",6,256,128,384,75497472,1117.3077141,1585.7774828228337,-468.4697687228336
"layer_norm_(6,256,128,512)",6,256,128,512,100663296,2262.6914285000003,2115.436492420081,147.2549360799194
"layer_norm_(6,256,256,128)",6,256,256,128,50331648,1169.5918481,1056.118473225587,113.47337487441314
"layer_norm_(6,256,256,256)",6,256,256,256,100663296,2287.5679645,2115.436492420081,172.13147207991915
"layer_norm_(6,256,256,384)",6,256,256,384,150994944,3343.8545803,3174.754511614574,169.10006868542632
"layer_norm_(6,256,256,512)",6,256,256,512,201326592,4386.9622679,4234.072530809068,152.8897370909326
"layer_norm_(6,256,384,128)",6,256,384,128,75497472,1086.4486963,1585.7774828228337,-499.32878652283375
"layer_norm_(6,256,384,256)",6,256,384,256,150994944,3343.8508662,3174.754511614574,169.09635458542607
"layer_norm_(6,256,384,384)",6,256,384,384,226492416,3348.8799644000005,4763.731540406315,-1414.8515760063142
"layer_norm_(6,256,384,512)",6,256,384,512,301989888,6601.8441517,6352.708569198055,249.13558250194546
"layer_norm_(6,256,512,128)",6,256,512,128,100663296,2262.7078481,2115.436492420081,147.271355679919
