kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count,scale_sim_cycles
matmul_112x48x96,112,48,96,1.1089866,1.065714,1.347143,0.0659234185770444,20,430
matmul_112x64x112,112,64,112,1.1485492,1.098482,1.311339,0.0594515186823861,20,446
matmul_112x64x128,112,64,128,1.16514295,1.127054,1.335625,0.0671494285530217,20,446
matmul_112x64x32,112,64,32,1.2008749,1.15,1.384285,0.0616170170615912,20,446
matmul_112x64x48,112,64,48,1.20729905,1.185714,1.387143,0.0543231385153257,20,446
matmul_112x64x64,112,64,64,1.2580715,1.171428,1.447143,0.0998373614537795,20,446
matmul_112x64x80,112,64,80,1.114906,1.08,1.178571,0.0285053662759543,20,446
matmul_112x64x96,112,64,96,1.127076,1.085714,1.26,0.0470747231112409,20,446
matmul_112x80x112,112,80,112,1.18176795,1.151339,1.388571,0.0615250450334316,20,462
matmul_112x80x128,112,80,128,1.17284815,1.125714,1.338571,0.0500505827215407,20,462
matmul_112x80x32,112,80,32,1.2189955,1.197232,1.36,0.0470083942890158,20,462
matmul_112x80x48,112,80,48,1.2424286,1.185714,1.422857,0.0696287963760608,20,462
matmul_112x80x64,112,80,64,1.2352055,1.197054,1.449911,0.0547889952016873,20,462
matmul_112x80x80,112,80,80,1.2650759,1.217142,1.454285,0.0634084712544907,20,462
matmul_112x80x96,112,80,96,1.16544185,1.112946,1.371429,0.062379384907174,20,462
matmul_112x96x112,112,96,112,1.2064104,1.172857,1.385625,0.0659302005181077,20,478
matmul_112x96x128,112,96,128,1.18991965,1.141429,1.299911,0.0440728557866045,20,478
matmul_112x96x32,112,96,32,1.2553393,1.202857,1.447054,0.0683476731572518,20,478
matmul_112x96x48,112,96,48,1.2804508,1.275714,1.317143,0.0088560630709017,20,478
matmul_112x96x64,112,96,64,1.2377366,1.21009,1.332768,0.0230754140805636,20,478
matmul_112x96x80,112,96,80,1.30102225,1.26,1.542946,0.088146532125639,20,478
matmul_112x96x96,112,96,96,1.31108925,1.294375,1.45,0.0383558727814782,20,478
matmul_128x112x112,128,112,112,1.3787054,1.335804,1.504196,0.052699795299113,20,494
matmul_128x112x128,128,112,128,1.2335224,1.182857,1.422857,0.0627332605061008,20,494
matmul_128x112x32,128,112,32,1.28362035,1.250089,1.462857,0.0621371089652171,20,494
matmul_128x112x48,128,112,48,1.27035265,1.251429,1.444375,0.0458650666977258,20,494
matmul_128x112x64,128,112,64,1.27071435,1.234285,1.477143,0.0529817122115834,20,494
matmul_128x112x80,128,112,80,1.2897188,1.262768,1.411429,0.0290974653401469,20,494
matmul_128x112x96,128,112,96,1.33583935,1.295625,1.55991,0.0604192315072252,20,494
matmul_128x128x112,128,128,112,1.3926384,1.351429,1.551429,0.0440023170255959,20,510
matmul_128x128x128,128,128,128,1.42920535,1.331428,1.598571,0.0736890645484725,20,510
matmul_128x128x32,128,128,32,1.29109385,1.235803,1.457143,0.0660257881734378,20,510
matmul_128x128x48,128,128,48,1.29050005,1.271428,1.354286,0.0249144319167468,20,510
matmul_128x128x64,128,128,64,1.3249284,1.277143,1.545625,0.0826867374526799,20,510
matmul_128x128x80,128,128,80,1.35250015,1.295715,1.561428,0.0751543931806034,20,510
matmul_128x128x96,128,128,96,1.3834242,1.328661,1.577143,0.0735694924684352,20,510
matmul_128x32x112,128,32,112,1.09613855,1.052858,1.244286,0.0460991196359311,20,414
matmul_128x32x128,128,32,128,1.08912075,1.072857,1.094197,0.00414342076925,20,414
matmul_128x32x32,128,32,32,1.1613704,1.131518,1.338571,0.0584829750056868,20,414
matmul_128x32x48,128,32,48,1.033366,1.005714,1.222947,0.0562809505091245,20,414
matmul_128x32x64,128,32,64,1.0754417,1.028661,1.26,0.0795444182613516,20,414
matmul_128x32x80,128,32,80,1.08685285,1.024375,1.245625,0.0729334006599063,20,414
matmul_128x32x96,128,32,96,1.102558,1.062947,1.298482,0.0718922327895975,20,414
matmul_128x48x112,128,48,112,1.1127812,1.077143,1.284285,0.040874740741621,20,430
matmul_128x48x128,128,48,128,1.1437724,1.097143,1.261518,0.0519017324610957,20,430
matmul_128x48x32,128,48,32,1.1659909,1.135625,1.345803,0.0435567082861678,20,430
matmul_128x48x48,128,48,48,1.17585705,1.142947,1.322946,0.0388727889450421,20,430
matmul_128x48x64,128,48,64,1.0781742,1.035714,1.262858,0.0572365335415469,20,430
matmul_128x48x80,128,48,80,1.14635705,1.072946,1.314285,0.1015094194143551,20,430
matmul_128x48x96,128,48,96,1.1382857,1.072857,1.25,0.0335762298330232,20,430
matmul_128x64x112,128,64,112,1.15635285,1.102857,1.307143,0.0607710169097035,20,446
matmul_128x64x128,128,64,128,1.15848215,1.115714,1.317143,0.051856233799018,20,446
matmul_128x64x32,128,64,32,1.21279925,1.161429,1.402947,0.0717582067618126,20,446
matmul_128x64x48,128,64,48,1.19378565,1.157143,1.338572,0.0485551272497506,20,446
matmul_128x64x64,128,64,64,1.2082858,1.16,1.387054,0.0528893393800977,20,446
matmul_128x64x80,128,64,80,1.1417278,1.071428,1.325714,0.0824507623472464,20,446
matmul_128x64x96,128,64,96,1.12023205,1.092857,1.187143,0.0173689503106004,20,446
matmul_128x80x112,128,80,112,1.18499545,1.120089,1.351428,0.0733346957624855,20,462
matmul_128x80x128,128,80,128,1.21871875,1.135714,1.392768,0.0602364691029183,20,462
matmul_128x80x32,128,80,32,1.2635312,1.187232,1.441428,0.0918836626733701,20,462
matmul_128x80x48,128,80,48,1.23104905,1.187053,1.417143,0.0606066898890968,20,462
matmul_128x80x64,128,80,64,1.23341525,1.191339,1.417232,0.0604824365492512,20,462
matmul_128x80x80,128,80,80,1.25478135,1.211518,1.35134,0.0415387847303101,20,462
matmul_128x80x96,128,80,96,1.17584365,1.13134,1.355803,0.0800754109727199,20,462
matmul_128x96x112,128,96,112,1.2190133,1.167143,1.397232,0.0831264678959273,20,478
matmul_128x96x128,128,96,128,1.20949555,1.184196,1.374375,0.0527249611628965,20,478
matmul_128x96x32,128,96,32,1.22662965,1.192768,1.407143,0.0429623659794856,20,478
matmul_128x96x48,128,96,48,1.2546651,1.208482,1.445804,0.0587651728106296,20,478
matmul_128x96x64,128,96,64,1.2961297,1.232857,1.457233,0.0834779055338974,20,478
matmul_128x96x80,128,96,80,1.29056705,1.24,1.522857,0.076937673693831,20,478
matmul_128x96x96,128,96,96,1.35129015,1.28009,1.531428,0.085216922536903,20,478
matmul_32x112x112,32,112,112,1.1232679,1.074286,1.284375,0.0697424966942492,20,414
matmul_32x112x128,32,112,128,1.0839242,1.057054,1.147232,0.0187865807723435,20,414
matmul_32x112x32,32,112,32,1.13000455,1.017143,1.307233,0.0907850359234876,20,414
matmul_32x112x48,32,112,48,1.0297904,1.012768,1.162768,0.0361412181229483,20,414
matmul_32x112x64,32,112,64,1.07342415,1.037143,1.295625,0.0693910424579237,20,414
matmul_32x112x80,32,112,80,1.080866,1.032857,1.278661,0.0697516006003861,20,414
matmul_32x112x96,32,112,96,1.0912677,1.065714,1.23,0.0469315799593856,20,414
matmul_32x128x112,32,128,112,1.10957595,1.054285,1.280089,0.0656852119914809,20,414
matmul_32x128x128,32,128,128,1.0991385,1.074285,1.102857,0.0061980508948166,20,414
matmul_32x128x32,32,128,32,1.1252856,1.028572,1.278482,0.0772645346458651,20,414
matmul_32x128x48,32,128,48,1.0506609,1.014286,1.237143,0.0661785774814113,20,414
matmul_32x128x64,32,128,64,1.05234835,1.012768,1.244286,0.0483114620237377,20,414
matmul_32x128x80,32,128,80,1.08077205,1.031518,1.25,0.0622816091056327,20,414
matmul_32x128x96,32,128,96,1.116152,1.048572,1.305625,0.0815343035905746,20,414
matmul_32x32x112,32,32,112,1.0856919,1.018482,1.288571,0.0496236778923974,20,414
matmul_32x32x128,32,32,128,1.088018,1.018572,1.227232,0.0474819963775745,20,414
matmul_32x32x32,32,32,32,1.09356215,1.02,1.28009,0.0606642287542233,20,414
matmul_32x32x48,32,32,48,1.10471885,1.02,1.302947,0.0709510504616238,20,414
matmul_32x32x64,32,32,64,1.09498665,1.02134,1.311428,0.0587826138637992,20,414
matmul_32x32x80,32,32,80,1.1118349,1.074285,1.254197,0.0658723406629104,20,414
matmul_32x32x96,32,32,96,1.11157585,1.048572,1.3,0.0736705824280771,20,414
matmul_32x48x112,32,48,112,1.0325491,1.008482,1.238482,0.0528966877382099,20,414
matmul_32x48x128,32,48,128,1.0282992,0.994286,1.177143,0.0467104075043351,20,414
matmul_32x48x32,32,48,32,1.14083485,1.08,1.297054,0.0807206732082112,20,414
matmul_32x48x48,32,48,48,1.0504062,1.001339,1.255625,0.0702855617587806,20,414
matmul_32x48x64,32,48,64,1.0448572,1.002857,1.204197,0.0592036287762303,20,414
matmul_32x48x80,32,48,80,1.0325714,0.998661,1.162946,0.0418695648531182,20,414
matmul_32x48x96,32,48,96,1.04183905,1.001429,1.191428,0.0493898928904913,20,414
matmul_32x64x112,32,64,112,1.07065185,1.010089,1.251429,0.0710593541138785,20,414
matmul_32x64x128,32,64,128,1.07799105,1.03,1.29,0.0800844983912387,20,414
matmul_32x64x32,32,64,32,1.1184107,1.021429,1.295714,0.0819834530757338,20,414
matmul_32x64x48,32,64,48,1.029942,1.014375,1.234286,0.0482120635547839,20,414
matmul_32x64x64,32,64,64,1.1056473,1.039911,1.275715,0.087047436361839,20,414
matmul_32x64x80,32,64,80,1.0475001,1.035714,1.211518,0.0395772045965058,20,414
matmul_32x64x96,32,64,96,1.06141935,1.008482,1.174285,0.048832164055515,20,414
matmul_32x80x112,32,80,112,1.05870555,1.032768,1.164375,0.025356924760569,20,414
matmul_32x80x128,32,80,128,1.06794195,1.027143,1.252947,0.0590119466107231,20,414
matmul_32x80x32,32,80,32,1.13137515,1.019911,1.278572,0.0849223606820866,20,414
matmul_32x80x48,32,80,48,1.05631705,1.004286,1.25,0.0677394733515454,20,414
matmul_32x80x64,32,80,64,1.06229905,1.028572,1.22,0.062881147533284,20,414
matmul_32x80x80,32,80,80,1.09634815,1.041428,1.23,0.0673020643002989,20,414
matmul_32x80x96,32,80,96,1.07127225,1.027054,1.228482,0.0557215316220097,20,414
matmul_32x96x112,32,96,112,1.1062275,1.048571,1.308571,0.0749937707290271,20,414
matmul_32x96x128,32,96,128,1.0980043,1.041339,1.264196,0.0706363559724251,20,414
matmul_32x96x32,32,96,32,1.09090615,1.024197,1.238571,0.0440196899021515,20,414
matmul_32x96x48,32,96,48,1.03250445,1.002947,1.105804,0.023952994524309,20,414
matmul_32x96x64,32,96,64,1.05447315,1.038482,1.217233,0.0428597486917933,20,414
matmul_32x96x80,32,96,80,1.0570668,1.031429,1.137142,0.0241267620105929,20,414
matmul_32x96x96,32,96,96,1.085134,1.048571,1.248572,0.0521305572526678,20,414
matmul_48x112x112,48,112,112,1.1393527,1.081339,1.317232,0.0761875904172685,20,430
matmul_48x112x128,48,112,128,1.12521895,1.078661,1.305715,0.0622348273756025,20,430
matmul_48x112x32,48,112,32,1.1756296,1.13134,1.361428,0.0595400993151939,20,430
matmul_48x112x48,48,112,48,1.1293572,1.059911,1.321428,0.0516843501179592,20,430
matmul_48x112x64,48,112,64,1.086,1.037143,1.231428,0.058086741953193,20,430
matmul_48x112x80,48,112,80,1.08542865,1.051428,1.198661,0.0378618884872165,20,430
matmul_48x112x96,48,112,96,1.1219151,1.071428,1.318572,0.0650368602829438,20,430
matmul_48x128x112,48,128,112,1.1349286,1.082857,1.312857,0.0697297538685489,20,430
matmul_48x128x128,48,128,128,1.1552099,1.117142,1.344286,0.068259073320078,20,430
matmul_48x128x32,48,128,32,1.16570965,1.161428,1.198571,0.0079456172843239,20,430
matmul_48x128x48,48,128,48,1.16192855,1.117142,1.39,0.0866905991197096,20,430
matmul_48x128x64,48,128,64,1.0937187,1.045714,1.284375,0.0624064577268292,20,430
matmul_48x128x80,48,128,80,1.0972052,1.049911,1.287053,0.0628309014666811,20,430
matmul_48x128x96,48,128,96,1.10243755,1.072857,1.222947,0.0336717530822044,20,430
matmul_48x32x112,48,32,112,1.02410705,1.011428,1.178571,0.0368805054173539,20,414
matmul_48x32x128,48,32,128,1.0608795,1.022946,1.200089,0.0647381798920609,20,414
matmul_48x32x32,48,32,32,1.15486615,1.111429,1.332768,0.0602245998551518,20,414
matmul_48x32x48,48,32,48,1.0369018,1.001428,1.24,0.0523266956600045,20,414
matmul_48x32x64,48,32,64,1.0315536,0.999911,1.238571,0.0558335924062698,20,414
matmul_48x32x80,48,32,80,1.07620985,1.022857,1.214286,0.0730455820655301,20,414
matmul_48x32x96,48,32,96,1.04935265,0.992857,1.214286,0.0599880900945082,20,414
matmul_48x48x112,48,48,112,1.16264285,1.111518,1.33991,0.081512980214826,20,430
matmul_48x48x128,48,48,128,1.18144625,1.117143,1.341339,0.0885834957759151,20,430
matmul_48x48x32,48,48,32,1.1639778,1.142857,1.167143,0.0051206444660187,20,430
matmul_48x48x48,48,48,48,1.15335265,1.055715,1.348571,0.0841535036667955,20,430
matmul_48x48x64,48,48,64,1.1534107,1.112767,1.34,0.0798956579928833,20,430
matmul_48x48x80,48,48,80,1.14220105,1.057143,1.338572,0.073488031613085,20,430
matmul_48x48x96,48,48,96,1.1407856,1.055803,1.314197,0.061717781136907,20,430
matmul_48x64x112,48,64,112,1.06821885,1.037054,1.174286,0.037814367402205,20,430
matmul_48x64x128,48,64,128,1.07798675,1.037054,1.275715,0.0558805979970969,20,430
matmul_48x64x32,48,64,32,1.19779465,1.145804,1.375714,0.0699121192959418,20,430
matmul_48x64x48,48,64,48,1.1249955,1.060089,1.218572,0.0262010923526803,20,430
matmul_48x64x64,48,64,64,1.0889688,1.058482,1.23,0.0582527741996713,20,430
matmul_48x64x80,48,64,80,1.08720545,1.051518,1.24991,0.0610607535789474,20,430
matmul_48x64x96,48,64,96,1.0750177,1.032857,1.245714,0.0587206277618637,20,430
matmul_48x80x112,48,80,112,1.114366,1.054196,1.275714,0.0681204234920544,20,430
matmul_48x80x128,48,80,128,1.0898527,1.055625,1.182946,0.0294257461759345,20,430
matmul_48x80x32,48,80,32,1.16263385,1.141428,1.174286,0.005883803042206,20,430
matmul_48x80x48,48,80,48,1.17157595,1.055625,1.397143,0.0980804613137789,20,430
matmul_48x80x64,48,80,64,1.07835735,1.038661,1.205715,0.0414396959032672,20,430
matmul_48x80x80,48,80,80,1.09009815,1.075803,1.204375,0.0311660925623969,20,430
matmul_48x80x96,48,80,96,1.08584385,1.048661,1.24,0.0428137887334577,20,430
matmul_48x96x112,48,96,112,1.1125536,1.06991,1.32,0.0645630048560482,20,430
matmul_48x96x128,48,96,128,1.09128115,1.068572,1.271518,0.0425485221343634,20,430
matmul_48x96x32,48,96,32,1.17231245,1.137143,1.278661,0.0382872742971164,20,430
matmul_48x96x48,48,96,48,1.17535255,1.11,1.331339,0.0917173848236641,20,430
matmul_48x96x64,48,96,64,1.1061875,1.06,1.332857,0.080382196884961,20,430
matmul_48x96x80,48,96,80,1.10614275,1.074286,1.277142,0.0695093137120752,20,430
matmul_48x96x96,48,96,96,1.12106705,1.087054,1.265804,0.0539464125566678,20,430
matmul_64x112x112,64,112,112,1.2016563,1.118571,1.412858,0.0722599042696788,20,446
matmul_64x112x128,64,112,128,1.1640535,1.102946,1.359911,0.0772021760332127,20,446
matmul_64x112x32,64,112,32,1.2112767,1.181339,1.384285,0.0623305047706008,20,446
matmul_64x112x48,64,112,48,1.22069195,1.167143,1.458482,0.0795254822857858,20,446
matmul_64x112x64,64,112,64,1.17800925,1.145714,1.345715,0.0655023273325982,20,446
matmul_64x112x80,64,112,80,1.1360803,1.098482,1.288571,0.0644310737594834,20,446
matmul_64x112x96,64,112,96,1.12979465,1.097054,1.348571,0.0537961116871891,20,446
matmul_64x128x112,64,128,112,1.15723655,1.114196,1.34,0.0592275800153193,20,446
matmul_64x128x128,64,128,128,1.17040625,1.117053,1.351339,0.0597775583043415,20,446
matmul_64x128x32,64,128,32,1.1956562,1.154286,1.278572,0.0370690897288605,20,446
matmul_64x128x48,64,128,48,1.2215847,1.168571,1.44991,0.0700192017717095,20,446
matmul_64x128x64,64,128,64,1.17621885,1.091429,1.3,0.0547992657665708,20,446
matmul_64x128x80,64,128,80,1.135509,1.08,1.325714,0.0786890431441847,20,446
matmul_64x128x96,64,128,96,1.1468705,1.088661,1.337143,0.0596542519360743,20,446
matmul_64x32x112,64,32,112,1.0471294,1.011339,1.195625,0.0446496159945766,20,414
matmul_64x32x128,64,32,128,1.0342186,1.008571,1.037054,0.0060852044328414,20,414
matmul_64x32x32,64,32,32,1.15922775,1.114375,1.349911,0.0596177665190812,20,414
matmul_64x32x48,64,32,48,1.04387065,0.991428,1.221429,0.0664904936586901,20,414
matmul_64x32x64,64,32,64,1.0450043,1.005714,1.160089,0.0390605575378593,20,414
matmul_64x32x80,64,32,80,1.07904905,1.008571,1.21,0.0669012107729905,20,414
matmul_64x32x96,64,32,96,1.03059365,1.012858,1.034285,0.0044538666734351,20,414
matmul_64x48x112,64,48,112,1.08249125,1.029911,1.29009,0.0616096188029066,20,430
matmul_64x48x128,64,48,128,1.07314735,1.057053,1.245715,0.043368018572112,20,430
matmul_64x48x32,64,48,32,1.1935893,1.141518,1.31866,0.0570830590991389,20,430
matmul_64x48x48,64,48,48,1.1849287,1.145714,1.368482,0.053388165263671,20,430
matmul_64x48x64,64,48,64,1.095732,1.037232,1.264375,0.0696566563162336,20,430
matmul_64x48x80,64,48,80,1.0767276,1.031517,1.335715,0.0680225604366514,20,430
matmul_64x48x96,64,48,96,1.08849095,1.027054,1.298571,0.0782132110710843,20,430
matmul_64x64x112,64,64,112,1.2074376,1.09134,1.425715,0.1023876886813829,20,446
matmul_64x64x128,64,64,128,1.15056265,1.091429,1.234286,0.0235664009316453,20,446
matmul_64x64x32,64,64,32,1.23098215,1.161428,1.382857,0.070054009470344,20,446
matmul_64x64x48,64,64,48,1.20339735,1.165714,1.387143,0.0514722656483694,20,446
matmul_64x64x64,64,64,64,1.20365615,1.15,1.384375,0.0888751047211019,20,446
matmul_64x64x80,64,64,80,1.1754017,1.091429,1.327054,0.0634886958343559,20,446
matmul_64x64x96,64,64,96,1.1728706,1.154286,1.3,0.0441739925002317,20,446
matmul_64x80x112,64,80,112,1.1564865,1.097142,1.305625,0.0788057164480771,20,446
matmul_64x80x128,64,80,128,1.1464374,1.077232,1.327143,0.0796877851462555,20,446
matmul_64x80x32,64,80,32,1.2089286,1.172767,1.374285,0.0718749332619553,20,446
matmul_64x80x48,64,80,48,1.2175759,1.164375,1.427054,0.0687614687160583,20,446
matmul_64x80x64,64,80,64,1.1968483,1.092768,1.388571,0.0837857551823948,20,446
matmul_64x80x80,64,80,80,1.1392633,1.099911,1.281429,0.0687474752853934,20,446
matmul_64x80x96,64,80,96,1.11077665,1.072857,1.23,0.0344344395081359,20,446
matmul_64x96x112,64,96,112,1.1440893,1.105714,1.308661,0.067592071218372,20,446
matmul_64x96x128,64,96,128,1.1179151,1.097143,1.211428,0.0231234376812791,20,446
matmul_64x96x32,64,96,32,1.1882143,1.162857,1.237143,0.0128306941892848,20,446
matmul_64x96x48,64,96,48,1.1943438,1.17,1.282768,0.0213636679523659,20,446
matmul_64x96x64,64,96,64,1.2101966,1.091429,1.388483,0.0971277903325521,20,446
matmul_64x96x80,64,96,80,1.1247231,1.099911,1.285714,0.0493715325912668,20,446
matmul_64x96x96,64,96,96,1.1497098,1.091339,1.340089,0.0729539766273735,20,446
matmul_80x112x112,80,112,112,1.20008025,1.147232,1.394197,0.0848967862331883,20,462
matmul_80x112x128,80,112,128,1.1573749,1.124375,1.262857,0.0277822826198356,20,462
matmul_80x112x32,80,112,32,1.22877655,1.185714,1.34866,0.0427878295158983,20,462
matmul_80x112x48,80,112,48,1.2493753,1.205715,1.405715,0.073260259608503,20,462
matmul_80x112x64,80,112,64,1.24738385,1.212857,1.460089,0.0647793423231389,20,462
matmul_80x112x80,80,112,80,1.22943295,1.190089,1.408572,0.0721662935094501,20,462
matmul_80x112x96,80,112,96,1.1685581,1.11,1.384196,0.06911485682231,20,462
matmul_80x128x112,80,128,112,1.1819733,1.152768,1.377054,0.0576045844448439,20,462
matmul_80x128x128,80,128,128,1.19663835,1.138572,1.382857,0.0645525250965811,20,462
matmul_80x128x32,80,128,32,1.2389777,1.182857,1.422857,0.0766391008696982,20,462
matmul_80x128x48,80,128,48,1.2292992,1.19,1.364286,0.0427484744013409,20,462
matmul_80x128x64,80,128,64,1.22308925,1.191429,1.288571,0.0230001671615778,20,462
matmul_80x128x80,80,128,80,1.2407902,1.128571,1.390089,0.0775695808315279,20,462
matmul_80x128x96,80,128,96,1.168433,1.111428,1.387143,0.0726615652662903,20,462
matmul_80x32x112,80,32,112,1.07976335,1.031429,1.292768,0.0840254599531876,20,414
matmul_80x32x128,80,32,128,1.07427665,1.031428,1.185714,0.0406234048798096,20,414
matmul_80x32x32,80,32,32,1.14772325,1.110089,1.290089,0.0401012458447693,20,414
matmul_80x32x48,80,32,48,1.0478706,1.022946,1.194286,0.0541579969411137,20,414
matmul_80x32x64,80,32,64,1.0438571,1.028572,1.214286,0.0438652132235484,20,414
matmul_80x32x80,80,32,80,1.072933,1.022857,1.262857,0.0624034463564144,20,414
matmul_80x32x96,80,32,96,1.071701,1.031339,1.248572,0.0561179642538822,20,414
matmul_80x48x112,80,48,112,1.0914063,1.051428,1.257143,0.0460436939565932,20,430
matmul_80x48x128,80,48,128,1.1146607,1.051429,1.255803,0.0692001215895646,20,430
matmul_80x48x32,80,48,32,1.1667232,1.141518,1.241428,0.0183507060687335,20,430
matmul_80x48x48,80,48,48,1.22278565,1.145715,1.398482,0.086992612946082,20,430
matmul_80x48x64,80,48,64,1.07729035,1.031428,1.255625,0.0558163682277359,20,430
matmul_80x48x80,80,48,80,1.08220985,1.044286,1.252768,0.0417575817033644,20,430
matmul_80x48x96,80,48,96,1.10005805,1.057054,1.291429,0.0577318611663802,20,430
matmul_80x64x112,80,64,112,1.1314731,1.075714,1.351339,0.0768434927100806,20,446
matmul_80x64x128,80,64,128,1.10970105,1.091339,1.275714,0.0420146368010445,20,446
matmul_80x64x32,80,64,32,1.2035046,1.178571,1.314286,0.0437879024430023,20,446
matmul_80x64x48,80,64,48,1.19856235,1.182946,1.351518,0.0383238983695483,20,446
matmul_80x64x64,80,64,64,1.23911605,1.168482,1.434286,0.0913006261496226,20,446
matmul_80x64x80,80,64,80,1.1071292,1.077143,1.18,0.023749942009015,20,446
matmul_80x64x96,80,64,96,1.11986165,1.077143,1.281429,0.0534345331383475,20,446
matmul_80x80x112,80,80,112,1.23770535,1.12991,1.44,0.0947670104521027,20,462
matmul_80x80x128,80,80,128,1.24999105,1.191429,1.437143,0.0863995151969067,20,462
matmul_80x80x32,80,80,32,1.2599865,1.202768,1.407143,0.0751702444955869,20,462
matmul_80x80x48,80,80,48,1.23468305,1.188571,1.425714,0.0603774382072562,20,462
matmul_80x80x64,80,80,64,1.24566515,1.194286,1.394286,0.0502997174003518,20,462
matmul_80x80x80,80,80,80,1.23064275,1.122946,1.428661,0.0913856241878194,20,462
matmul_80x80x96,80,80,96,1.20845095,1.125714,1.410089,0.0613798837889477,20,462
matmul_80x96x112,80,96,112,1.1445624,1.102857,1.231429,0.0304430674943107,20,462
matmul_80x96x128,80,96,128,1.1734913,1.135625,1.332858,0.0672939448438127,20,462
matmul_80x96x32,80,96,32,1.22478575,1.184286,1.377143,0.0535733652420236,20,462
matmul_80x96x48,80,96,48,1.2415715,1.188482,1.468571,0.0774336534388939,20,462
matmul_80x96x64,80,96,64,1.2464999,1.215714,1.41,0.0610597937882462,20,462
matmul_80x96x80,80,96,80,1.2362143,1.188572,1.46,0.0779221428242724,20,462
matmul_80x96x96,80,96,96,1.1577054,1.100089,1.342857,0.0567091580679782,20,462
matmul_96x112x112,96,112,112,1.20470975,1.142857,1.344286,0.0538174047105238,20,478
matmul_96x112x128,96,112,128,1.1688347,1.144197,1.225625,0.0181627769819137,20,478
matmul_96x112x32,96,112,32,1.2542946,1.205714,1.44,0.0664844622508067,20,478
matmul_96x112x48,96,112,48,1.2710044,1.208572,1.43,0.0711508602599175,20,478
matmul_96x112x64,96,112,64,1.27312505,1.231428,1.445804,0.0718282506220109,20,478
matmul_96x112x80,96,112,80,1.27249545,1.237232,1.394286,0.0358612158693615,20,478
matmul_96x112x96,96,112,96,1.26492415,1.222946,1.42009,0.0741574125011859,20,478
matmul_96x128x112,96,128,112,1.20599545,1.148482,1.442858,0.0805979610558839,20,478
matmul_96x128x128,96,128,128,1.223933,1.150089,1.387232,0.0701387880427461,20,478
matmul_96x128x32,96,128,32,1.24917395,1.207143,1.397143,0.0495766958034401,20,478
matmul_96x128x48,96,128,48,1.2494463,1.210089,1.44,0.0608587178515686,20,478
matmul_96x128x64,96,128,64,1.2593125,1.211518,1.494286,0.0668387305609554,20,478
matmul_96x128x80,96,128,80,1.28235715,1.24,1.445803,0.0553576940511481,20,478
matmul_96x128x96,96,128,96,1.22745085,1.157142,1.412947,0.0459527511177742,20,478
matmul_96x32x112,96,32,112,1.07307605,1.04,1.2,0.0366285880347362,20,414
matmul_96x32x128,96,32,128,1.0938303,1.045803,1.26,0.0586335089330324,20,414
