kernel_name,batch_size,channels,height,width,total_elements,avg_duration_us,predicted_duration_us,residuals
"layer_norm_(1,128,640,384)",1,128,640,384,31457280,456.7404163333333,687.1495999418629,-230.4091836085296
"layer_norm_(1,128,640,512)",1,128,640,512,41943040,913.0790476666668,943.2779429782577,-30.19889531159083
"layer_norm_(1,128,640,640)",1,128,640,640,52428800,769.5719646666666,1199.4062860146526,-429.8343213479859
"layer_norm_(1,128,640,768)",1,128,640,768,62914560,1370.8333329999998,1455.5346290510474,-84.70129605104762
"layer_norm_(1,128,640,896)",1,128,640,896,73400320,1083.7429166666668,1711.6629720874423,-627.9200554207755
"layer_norm_(1,128,640,1024)",1,128,640,1024,83886080,1841.0637496666668,1967.791315123837,-126.72756545717016
"layer_norm_(1,128,768,128)",1,128,768,128,12582912,278.3118156666667,226.11858247635217,52.193233190314515
"layer_norm_(1,128,768,256)",1,128,768,256,25165824,541.4861603333333,533.472594120026,8.013566213307286
"layer_norm_(1,128,768,384)",1,128,768,384,37748736,814.8481253333333,840.8266057636998,-25.978480430366517
"layer_norm_(1,128,768,512)",1,128,768,512,50331648,1093.9690776666669,1148.1806174073736,-54.21153974070671
"layer_norm_(1,128,768,640)",1,128,768,640,62914560,1370.167143,1455.5346290510474,-85.36748605104754
"layer_norm_(1,128,768,768)",1,128,768,768,75497472,1655.847649,1762.8886406947213,-107.04099169472124
"layer_norm_(1,128,768,896)",1,128,768,896,88080384,3359.650506,2070.2426523383947,1289.4078536616053
"layer_norm_(1,128,768,1024)",1,128,768,1024,100663296,2205.061369333333,2377.596663982069,-172.535294648736
"layer_norm_(1,128,896,128)",1,128,896,128,14680064,226.5324106666667,277.34425108363115,-50.81184041696446
"layer_norm_(1,128,896,256)",1,128,896,256,29360128,637.1043156666667,635.9239313345839,1.180384332082781
"layer_norm_(1,128,896,384)",1,128,896,384,44040192,638.9537799999999,994.5036115855366,-355.5498315855367
"layer_norm_(1,128,896,512)",1,128,896,512,58720256,1278.974285666667,1353.0832918364895,-74.10900616982258
"layer_norm_(1,128,896,640)",1,128,896,640,73400320,1077.7085713333336,1711.6629720874423,-633.9544007541087
"layer_norm_(1,128,896,768)",1,128,896,768,88080384,3359.661964333333,2070.2426523383947,1289.4193119949382
"layer_norm_(1,128,896,896)",1,128,896,896,102760448,1516.6086309999998,2428.8223325893478,-912.2137015893479
"layer_norm_(1,128,896,1024)",1,128,896,1024,117440512,2696.0933336666667,2787.402012840301,-91.30867917363412
"layer_norm_(1,128,1024,128)",1,128,1024,128,16777216,366.1357143333333,328.5699196909101,37.56579464242316
"layer_norm_(1,128,1024,256)",1,128,1024,256,33554432,722.1252079999999,738.3752685491419,-16.25006054914195
"layer_norm_(1,128,1024,384)",1,128,1024,384,50331648,1095.1318746666668,1148.1806174073736,-53.04874274070676
"layer_norm_(1,128,1024,512)",1,128,1024,512,67108864,1466.562857,1557.9859662656054,-91.42310926560549
"layer_norm_(1,128,1024,640)",1,128,1024,640,83886080,1841.189523666667,1967.791315123837,-126.60179145717007
"layer_norm_(1,128,1024,768)",1,128,1024,768,100663296,3694.733869,2377.596663982069,1317.1372050179311
"layer_norm_(1,128,1024,896)",1,128,1024,896,117440512,2696.081428666667,2787.402012840301,-91.32058417363396
"layer_norm_(1,128,1024,1024)",1,128,1024,1024,134217728,2925.925714333333,3197.2073616985326,-271.28164736519966
"layer_norm_(1,192,128,128)",1,192,128,128,3145728,66.17857166666667,-4.396926256403177,70.57549792306985
"layer_norm_(1,192,128,256)",1,192,128,256,6291456,146.58526766666668,72.44157665451527,74.14369101215141
"layer_norm_(1,192,128,384)",1,192,128,384,9437184,235.53526766666667,149.28007956543374,86.25518810123293
"layer_norm_(1,192,128,512)",1,192,128,512,12582912,283.1243156666667,226.11858247635217,57.005733190314515
"layer_norm_(1,192,128,640)",1,192,128,640,15728640,354.11860133333334,302.95708538727064,51.16151594606271
"layer_norm_(1,192,128,768)",1,192,128,768,18874368,417.4271426666666,379.7955882981891,37.63155436847751
"layer_norm_(1,192,128,896)",1,192,128,896,22020096,482.211875,456.6340912091075,25.57778379089251
"layer_norm_(1,192,128,1024)",1,192,128,1024,25165824,549.4229166666668,533.472594120026,15.950322546640791
"layer_norm_(1,192,256,128)",1,192,256,128,6291456,146.14666633333334,72.44157665451527,73.70508967881807
"layer_norm_(1,192,256,256)",1,192,256,256,12582912,286.321369,226.11858247635217,60.20278652364783
"layer_norm_(1,192,256,384)",1,192,256,384,18874368,417.950476,379.7955882981891,38.15488770181088
"layer_norm_(1,192,256,512)",1,192,256,512,25165824,548.7875893333334,533.472594120026,15.314995213307384
"layer_norm_(1,192,256,640)",1,192,256,640,31457280,674.9613993333334,687.1495999418629,-12.188200608529542
"layer_norm_(1,192,256,768)",1,192,256,768,37748736,823.9271130000001,840.8266057636998,-16.899492763699755
"layer_norm_(1,192,256,896)",1,192,256,896,44040192,954.2890476666666,994.5036115855366,-40.21456391887
"layer_norm_(1,192,256,1024)",1,192,256,1024,50331648,1098.108988,1148.1806174073736,-50.07162940737362
"layer_norm_(1,192,384,128)",1,192,384,128,9437184,235.224762,149.28007956543374,85.94468243456626
"layer_norm_(1,192,384,256)",1,192,384,256,18874368,418.27806533333336,379.7955882981891,38.48247703514426
"layer_norm_(1,192,384,384)",1,192,384,384,28311552,647.1543156666667,610.3110970309444,36.843218635722224
"layer_norm_(1,192,384,512)",1,192,384,512,37748736,825.7118753333333,840.8266057636998,-15.114730430366535
"layer_norm_(1,192,384,640)",1,192,384,640,47185920,1068.902887,1071.3421144964552,-2.43922749645526
"layer_norm_(1,192,384,768)",1,192,384,768,56623104,1222.1914286666668,1301.8576232292105,-79.66619456254375
"layer_norm_(1,192,384,896)",1,192,384,896,66060288,1477.937113,1532.373131961966,-54.436018961966056
"layer_norm_(1,192,384,1024)",1,192,384,1024,75497472,1642.786696333333,1762.8886406947213,-120.10194436138818
"layer_norm_(1,192,512,128)",1,192,512,128,12582912,282.7875896666667,226.11858247635217,56.66900719031452
"layer_norm_(1,192,512,256)",1,192,512,256,25165824,544.2833033333333,533.472594120026,10.810709213307291
"layer_norm_(1,192,512,384)",1,192,512,384,37748736,825.3175596666666,840.8266057636998,-15.509046097033206
"layer_norm_(1,192,512,512)",1,192,512,512,50331648,1096.398631,1148.1806174073736,-51.78198640737355
"layer_norm_(1,192,512,640)",1,192,512,640,62914560,1368.2280953333332,1455.5346290510474,-87.30653371771427
"layer_norm_(1,192,512,768)",1,192,512,768,75497472,1643.276161,1762.8886406947213,-119.61247969472129
"layer_norm_(1,192,512,896)",1,192,512,896,88080384,1917.32622,2070.2426523383947,-152.91643233839477
"layer_norm_(1,192,512,1024)",1,192,512,1024,100663296,2198.32997,2377.596663982069,-179.26669398206923
"layer_norm_(1,192,640,128)",1,192,640,128,15728640,353.768988,302.95708538727064,50.81190261272934
"layer_norm_(1,192,640,256)",1,192,640,256,31457280,675.3672016666668,687.1495999418629,-11.782398275196101
"layer_norm_(1,192,640,384)",1,192,640,384,47185920,1068.251399,1071.3421144964552,-3.090715496455232
"layer_norm_(1,192,640,512)",1,192,640,512,62914560,1368.8442859999998,1455.5346290510474,-86.69034305104765
"layer_norm_(1,192,640,640)",1,192,640,640,78643200,1793.0495536666667,1839.7271436056396,-46.677589938972915
"layer_norm_(1,192,640,768)",1,192,640,768,94371840,2055.367678333333,2223.919658160232,-168.5519798268988
"layer_norm_(1,192,640,896)",1,192,640,896,110100480,2490.887648666667,2608.112172714824,-117.22452404815704
"layer_norm_(1,192,640,1024)",1,192,640,1024,125829120,2760.3009223333333,2992.3046872694167,-232.00376493608337
"layer_norm_(1,192,768,128)",1,192,768,128,18874368,417.0375893333333,379.7955882981891,37.2420010351442
"layer_norm_(1,192,768,256)",1,192,768,256,37748736,811.2661606666667,840.8266057636998,-29.560445097033153
"layer_norm_(1,192,768,384)",1,192,768,384,56623104,1221.707589,1301.8576232292105,-80.1500342292104
"layer_norm_(1,192,768,512)",1,192,768,512,75497472,1639.7799700000005,1762.8886406947213,-123.10867069472079
"layer_norm_(1,192,768,640)",1,192,768,640,94371840,2055.51381,2223.919658160232,-168.40584816023193
"layer_norm_(1,192,768,768)",1,192,768,768,113246208,2482.6019346666667,2684.9506756257424,-202.3487409590757
"layer_norm_(1,192,768,896)",1,192,768,896,132120576,5038.862351333333,3145.981693091254,1892.8806582420793
"layer_norm_(1,192,768,1024)",1,192,768,1024,150994944,3307.031398333334,3607.0127105567644,-299.98131222343045
"layer_norm_(1,192,896,128)",1,192,896,128,22020096,481.8091073333333,456.6340912091075,25.175016124225806
"layer_norm_(1,192,896,256)",1,192,896,256,44040192,954.707143,994.5036115855366,-39.79646858553667
"layer_norm_(1,192,896,384)",1,192,896,384,66060288,1477.2561906666667,1532.373131961966,-55.116941295299284
"layer_norm_(1,192,896,512)",1,192,896,512,88080384,1917.3157736666665,2070.2426523383947,-152.92687867172822
"layer_norm_(1,192,896,640)",1,192,896,640,110100480,2490.7280656666667,2608.112172714824,-117.38410704815715
"layer_norm_(1,192,896,768)",1,192,896,768,132120576,5039.038065666667,3145.981693091254,1893.0563725754128
"layer_norm_(1,192,896,896)",1,192,896,896,154140672,4948.392351,3683.851213467683,1264.5411375323174
"layer_norm_(1,192,896,1024)",1,192,896,1024,176160768,4043.4080953333337,4221.720733844111,-178.31263851077756
"layer_norm_(1,192,1024,128)",1,192,1024,128,25165824,548.748095,533.472594120026,15.27550087997406
"layer_norm_(1,192,1024,256)",1,192,1024,256,50331648,1082.353363,1148.1806174073736,-65.82725440737363
"layer_norm_(1,192,1024,384)",1,192,1024,384,75497472,1642.6828273333333,1762.8886406947213,-120.20581336138798
"layer_norm_(1,192,1024,512)",1,192,1024,512,100663296,2198.781428333333,2377.596663982069,-178.81523564873578
"layer_norm_(1,192,1024,640)",1,192,1024,640,125829120,2760.326726,2992.3046872694167,-231.97796126941694
"layer_norm_(1,192,1024,768)",1,192,1024,768,150994944,5541.478066,3607.0127105567644,1934.4653554432352
"layer_norm_(1,192,1024,896)",1,192,1024,896,176160768,4043.624285333333,4221.720733844111,-178.09644851077837
"layer_norm_(1,192,1024,1024)",1,192,1024,1024,201326592,4388.160952333333,4836.428757131459,-448.26780479812624
"layer_norm_(1,256,128,128)",1,256,128,128,4194304,66.173869,21.21590804723631,44.957960952763685
"layer_norm_(1,256,128,256)",1,256,128,256,8388608,195.0561603333333,123.66724526179425,71.38891507153906
"layer_norm_(1,256,128,384)",1,256,128,384,12582912,186.67434466666663,226.11858247635217,-39.444237809685546
"layer_norm_(1,256,128,512)",1,256,128,512,16777216,377.0914286666667,328.5699196909101,48.52150897575655
"layer_norm_(1,256,128,640)",1,256,128,640,20971520,309.8972023333333,431.021256905468,-121.1240545721347
"layer_norm_(1,256,128,768)",1,256,128,768,25165824,556.3085713333334,533.472594120026,22.835977213307388
"layer_norm_(1,256,128,896)",1,256,128,896,29360128,433.113333,635.9239313345839,-202.81059833458391
"layer_norm_(1,256,128,1024)",1,256,128,1024,33554432,732.032917,738.3752685491419,-6.342351549141881
"layer_norm_(1,256,256,128)",1,256,256,128,8388608,194.59806566666663,123.66724526179425,70.93082040487238
"layer_norm_(1,256,256,256)",1,256,256,256,16777216,381.28479166666665,328.5699196909101,52.71487197575652
"layer_norm_(1,256,256,384)",1,256,256,384,25165824,556.987143,533.472594120026,23.514548879973972
"layer_norm_(1,256,256,512)",1,256,256,512,33554432,731.2366366666666,738.3752685491419,-7.138631882475238
"layer_norm_(1,256,256,640)",1,256,256,640,41943040,899.6257143333332,943.2779429782577,-43.652228644924435
"layer_norm_(1,256,256,768)",1,256,256,768,50331648,1097.8109523333333,1148.1806174073736,-50.36966507404031
"layer_norm_(1,256,256,896)",1,256,256,896,58720256,1272.022887,1353.0832918364895,-81.0604048364894
"layer_norm_(1,256,256,1024)",1,256,256,1024,67108864,1463.446190333333,1557.9859662656054,-94.53977593227228
"layer_norm_(1,256,384,128)",1,256,384,128,12582912,181.76717266666665,226.11858247635217,-44.35140980968552
"layer_norm_(1,256,384,256)",1,256,384,256,25165824,557.3461906666668,533.472594120026,23.873596546640783
"layer_norm_(1,256,384,384)",1,256,384,384,37748736,558.124821,840.8266057636998,-282.70178476369983
"layer_norm_(1,256,384,512)",1,256,384,512,50331648,1100.7385716666663,1148.1806174073736,-47.44204574070727
"layer_norm_(1,256,384,640)",1,256,384,640,62914560,927.462411,1455.5346290510474,-528.0722180510475
"layer_norm_(1,256,384,768)",1,256,384,768,75497472,1629.1457739999998,1762.8886406947213,-133.74286669472144
"layer_norm_(1,256,384,896)",1,256,384,896,88080384,1297.538095,2070.2426523383947,-772.7045573383946
"layer_norm_(1,256,384,1024)",1,256,384,1024,100663296,2189.6670833333333,2377.596663982069,-187.92958064873574
"layer_norm_(1,256,512,128)",1,256,512,128,16777216,376.76904766666667,328.5699196909101,48.19912797575654
"layer_norm_(1,256,512,256)",1,256,512,256,33554432,725.3033333333333,738.3752685491419,-13.071935215808594
"layer_norm_(1,256,512,384)",1,256,512,384,50331648,1100.0943156666665,1148.1806174073736,-48.086301740707086
"layer_norm_(1,256,512,512)",1,256,512,512,67108864,1461.0042856666666,1557.9859662656054,-96.98168059893874
"layer_norm_(1,256,512,640)",1,256,512,640,83886080,1824.5266966666668,1967.791315123837,-143.26461845717017
"layer_norm_(1,256,512,768)",1,256,512,768,100663296,2190.061845333333,2377.596663982069,-187.53481864873584
"layer_norm_(1,256,512,896)",1,256,512,896,117440512,2555.744315,2787.402012840301,-231.6576978403009
"layer_norm_(1,256,512,1024)",1,256,512,1024,134217728,2930.32378,3197.2073616985326,-266.88358169853245
"layer_norm_(1,256,640,128)",1,256,640,128,20971520,317.636667,431.021256905468,-113.38458990546803
"layer_norm_(1,256,640,256)",1,256,640,256,41943040,900.1166073333334,943.2779429782577,-43.16133564492429
"layer_norm_(1,256,640,384)",1,256,640,384,62914560,929.568601,1455.5346290510474,-525.9660280510475
"layer_norm_(1,256,640,512)",1,256,640,512,83886080,1824.4423813333333,1967.791315123837,-143.34893379050368
"layer_norm_(1,256,640,640)",1,256,640,640,104857600,1545.588571,2480.0480011966265,-934.4594301966265
"layer_norm_(1,256,640,768)",1,256,640,768,125829120,2739.7243153333334,2992.3046872694167,-252.58037193608334
"layer_norm_(1,256,640,896)",1,256,640,896,146800640,2161.175714333333,3504.561373342206,-1343.385659008873
"layer_norm_(1,256,640,1024)",1,256,640,1024,167772160,3679.406190333333,4016.8180594149953,-337.4118690816622
"layer_norm_(1,256,768,128)",1,256,768,128,25165824,555.767232,533.472594120026,22.29463787997406
"layer_norm_(1,256,768,256)",1,256,768,256,50331648,1081.2171133333334,1148.1806174073736,-66.9635040740402
"layer_norm_(1,256,768,384)",1,256,768,384,75497472,1629.2228270000005,1762.8886406947213,-133.66581369472078
"layer_norm_(1,256,768,512)",1,256,768,512,100663296,2185.7704166666667,2377.596663982069,-191.82624731540227
"layer_norm_(1,256,768,640)",1,256,768,640,125829120,2739.6833336666664,2992.3046872694167,-252.62135360275033
"layer_norm_(1,256,768,768)",1,256,768,768,150994944,3309.3490773333338,3607.0127105567644,-297.6636332234307
"layer_norm_(1,256,768,896)",1,256,768,896,176160768,6718.136190333334,4221.720733844111,2496.4154564892224
"layer_norm_(1,256,768,1024)",1,256,768,1024,201326592,4408.572857,4836.428757131459,-427.85590013145884
"layer_norm_(1,256,896,128)",1,256,896,128,29360128,439.444226,635.9239313345839,-196.4797053345839
"layer_norm_(1,256,896,256)",1,256,896,256,58720256,1272.544792,1353.0832918364895,-80.53849983648956
"layer_norm_(1,256,896,384)",1,256,896,384,88080384,1301.497112666667,2070.2426523383947,-768.7455396717278
"layer_norm_(1,256,896,512)",1,256,896,512,117440512,2555.843333333333,2787.402012840301,-231.55867950696802
"layer_norm_(1,256,896,640)",1,256,896,640,146800640,2163.2986010000004,3504.561373342206,-1341.2627723422056
"layer_norm_(1,256,896,768)",1,256,896,768,176160768,6717.978542,4221.720733844111,2496.2578081558886
"layer_norm_(1,256,896,896)",1,256,896,896,205520896,3024.8862203333338,4938.880094346017,-1913.9938740126836
"layer_norm_(1,256,896,1024)",1,256,896,1024,234881024,5390.665178666667,5656.039454847923,-265.3742761812555
"layer_norm_(1,256,1024,128)",1,256,1024,128,33554432,731.3609820000001,738.3752685491419,-7.01428654914173
"layer_norm_(1,256,1024,256)",1,256,1024,256,67108864,1442.621398666667,1557.9859662656054,-115.36456759893849
"layer_norm_(1,256,1024,384)",1,256,1024,384,100663296,2189.551904666667,2377.596663982069,-188.0447593154022
"layer_norm_(1,256,1024,512)",1,256,1024,512,134217728,2930.976666666667,3197.2073616985326,-266.2306950318657
"layer_norm_(1,256,1024,640)",1,256,1024,640,167772160,3679.767142666667,4016.8180594149953,-337.0509167483283
"layer_norm_(1,256,1024,768)",1,256,1024,768,201326592,7388.018065333334,4836.428757131459,2551.5893082018747
"layer_norm_(1,256,1024,896)",1,256,1024,896,234881024,5390.650952,5656.039454847923,-265.3885028479226
"layer_norm_(1,256,1024,1024)",1,256,1024,1024,268435456,5850.105714333334,6475.650152564386,-625.5444382310525
