slope,intercept,r_squared,correlation,p_value,rmse,n_points,min_elements,max_elements,min_duration,max_duration
2.4426302245749936e-05,-81.23542916732163,0.8790850159423196,0.9375953369883617,1.5915595469410765e-118,456.94346822460693,256,1048576,268435456,39.35568466666666,7388.018065333334
