slope,intercept,r_squared,correlation,p_value,rmse,n_points,min_elements,max_elements,min_duration,max_duration
2.5437443069945767e-05,-86.02848919208884,0.8959695995962452,0.9465567070156155,2.6050052259732445e-95,339.37292562994065,192,1048576,201326592,39.35568466666666,5541.478066
